orderdate,productkey,customerkey,orderquantity,unitprice,extendedamount,productcost,salesamount,year,order_month,order_year
2003-10-28,535,25336,1,24.99,24.99,9.3463,24.99,2003,10,2003
2003-11-01,535,26680,1,24.99,24.99,9.3463,24.99,2003,11,2003
2003-11-02,535,25338,1,24.99,24.99,9.3463,24.99,2003,11,2003
2003-11-05,535,25342,1,24.99,24.99,9.3463,24.99,2003,11,2003
2003-11-08,535,25207,1,24.99,24.99,9.3463,24.99,2003,11,2003
2003-11-11,535,26508,1,24.99,24.99,9.3463,24.99,2003,11,2003
2003-11-17,535,26287,1,24.99,24.99,9.3463,24.99,2003,11,2003
2003-11-19,535,26062,1,24.99,24.99,9.3463,24.99,2003,11,2003
2003-11-20,535,26052,1,24.99,24.99,9.3463,24.99,2003,11,2003
2003-12-04,535,26507,1,24.99,24.99,9.3463,24.99,2003,12,2003
2003-12-05,535,26466,1,24.99,24.99,9.3463,24.99,2003,12,2003
2003-12-11,535,26080,1,24.99,24.99,9.3463,24.99,2003,12,2003
2003-12-15,535,26341,1,24.99,24.99,9.3463,24.99,2003,12,2003
2003-12-15,535,24953,1,24.99,24.99,9.3463,24.99,2003,12,2003
2003-12-18,535,25003,1,24.99,24.99,9.3463,24.99,2003,12,2003
2003-12-18,535,24929,1,24.99,24.99,9.3463,24.99,2003,12,2003
2003-12-20,535,26498,1,24.99,24.99,9.3463,24.99,2003,12,2003
2003-12-25,535,25843,1,24.99,24.99,9.3463,24.99,2003,12,2003
2003-12-30,535,26064,1,24.99,24.99,9.3463,24.99,2003,12,2003
2003-12-30,535,24751,1,24.99,24.99,9.3463,24.99,2003,12,2003
2003-12-31,535,25006,1,24.99,24.99,9.3463,24.99,2003,12,2003
2004-01-03,535,26687,1,24.99,24.99,9.3463,24.99,2004,1,2004
2004-01-09,535,26101,1,24.99,24.99,9.3463,24.99,2004,1,2004
2004-01-11,535,26275,1,24.99,24.99,9.3463,24.99,2004,1,2004
2004-01-15,535,26079,1,24.99,24.99,9.3463,24.99,2004,1,2004
2004-01-16,535,26451,1,24.99,24.99,9.3463,24.99,2004,1,2004
2004-01-16,535,26679,1,24.99,24.99,9.3463,24.99,2004,1,2004
2004-01-18,535,25358,1,24.99,24.99,9.3463,24.99,2004,1,2004
2004-01-25,535,25931,1,24.99,24.99,9.3463,24.99,2004,1,2004
2004-01-28,535,26454,1,24.99,24.99,9.3463,24.99,2004,1,2004
2004-01-28,535,25956,1,24.99,24.99,9.3463,24.99,2004,1,2004
2004-02-04,535,25355,1,24.99,24.99,9.3463,24.99,2004,2,2004
2004-02-04,535,26550,1,24.99,24.99,9.3463,24.99,2004,2,2004
2004-02-06,535,26473,1,24.99,24.99,9.3463,24.99,2004,2,2004
2004-02-07,535,26522,1,24.99,24.99,9.3463,24.99,2004,2,2004
2004-02-12,535,25983,1,24.99,24.99,9.3463,24.99,2004,2,2004
2004-02-16,535,24743,1,24.99,24.99,9.3463,24.99,2004,2,2004
2004-02-17,535,26332,1,24.99,24.99,9.3463,24.99,2004,2,2004
2004-02-20,535,25869,1,24.99,24.99,9.3463,24.99,2004,2,2004
2004-02-23,535,25988,1,24.99,24.99,9.3463,24.99,2004,2,2004
2004-02-28,535,25914,1,24.99,24.99,9.3463,24.99,2004,2,2004
2004-03-01,535,26244,1,24.99,24.99,9.3463,24.99,2004,3,2004
2004-03-06,535,25352,1,24.99,24.99,9.3463,24.99,2004,3,2004
2004-03-09,535,25353,1,24.99,24.99,9.3463,24.99,2004,3,2004
2004-03-09,535,25871,1,24.99,24.99,9.3463,24.99,2004,3,2004
2004-03-16,535,26088,1,24.99,24.99,9.3463,24.99,2004,3,2004
2004-03-18,535,26462,1,24.99,24.99,9.3463,24.99,2004,3,2004
2004-03-19,535,25846,1,24.99,24.99,9.3463,24.99,2004,3,2004
2004-03-25,535,25847,1,24.99,24.99,9.3463,24.99,2004,3,2004
2004-03-29,535,26463,1,24.99,24.99,9.3463,24.99,2004,3,2004
2004-04-01,535,26045,1,24.99,24.99,9.3463,24.99,2004,4,2004
2004-04-02,535,26497,1,24.99,24.99,9.3463,24.99,2004,4,2004
2004-04-07,535,26284,1,24.99,24.99,9.3463,24.99,2004,4,2004
2004-04-13,535,26087,1,24.99,24.99,9.3463,24.99,2004,4,2004
2004-04-14,535,26178,1,24.99,24.99,9.3463,24.99,2004,4,2004
2004-04-23,535,26086,1,24.99,24.99,9.3463,24.99,2004,4,2004
2004-04-24,535,26347,1,24.99,24.99,9.3463,24.99,2004,4,2004
2004-04-30,535,26464,1,24.99,24.99,9.3463,24.99,2004,4,2004
2004-05-01,535,26063,1,24.99,24.99,9.3463,24.99,2004,5,2004
2004-05-01,535,26043,1,24.99,24.99,9.3463,24.99,2004,5,2004
2004-05-07,535,26068,1,24.99,24.99,9.3463,24.99,2004,5,2004
2004-05-08,535,26039,1,24.99,24.99,9.3463,24.99,2004,5,2004
2004-05-19,535,26323,1,24.99,24.99,9.3463,24.99,2004,5,2004
2004-05-21,535,25968,1,24.99,24.99,9.3463,24.99,2004,5,2004
2004-05-28,535,26006,1,24.99,24.99,9.3463,24.99,2004,5,2004
2004-06-06,535,25851,1,24.99,24.99,9.3463,24.99,2004,6,2004
2004-06-09,535,26243,1,24.99,24.99,9.3463,24.99,2004,6,2004
2004-06-17,535,26092,1,24.99,24.99,9.3463,24.99,2004,6,2004
2004-06-21,535,26282,1,24.99,24.99,9.3463,24.99,2004,6,2004
2004-06-27,535,25853,1,24.99,24.99,9.3463,24.99,2004,6,2004
2004-07-01,535,26528,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-06,535,25963,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-08,535,26595,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-10,535,26103,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-13,535,26197,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-14,535,25346,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-19,535,26460,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-19,535,26236,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-24,535,25932,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-24,535,25004,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-27,535,25877,1,24.99,24.99,9.3463,24.99,2004,7,2004
2003-08-10,535,16539,1,24.99,24.99,9.3463,24.99,2003,8,2003
2003-08-19,535,16441,1,24.99,24.99,9.3463,24.99,2003,8,2003
2003-08-21,535,17806,1,24.99,24.99,9.3463,24.99,2003,8,2003
2003-08-24,535,17640,1,24.99,24.99,9.3463,24.99,2003,8,2003
2003-08-25,535,17738,1,24.99,24.99,9.3463,24.99,2003,8,2003
2003-09-06,535,17845,1,24.99,24.99,9.3463,24.99,2003,9,2003
2003-09-13,535,17102,1,24.99,24.99,9.3463,24.99,2003,9,2003
2003-09-17,535,16399,1,24.99,24.99,9.3463,24.99,2003,9,2003
2003-09-22,535,17783,1,24.99,24.99,9.3463,24.99,2003,9,2003
2003-09-25,535,16558,1,24.99,24.99,9.3463,24.99,2003,9,2003
2003-09-26,535,19064,1,24.99,24.99,9.3463,24.99,2003,9,2003
2003-09-28,535,16458,1,24.99,24.99,9.3463,24.99,2003,9,2003
2003-09-29,535,16474,1,24.99,24.99,9.3463,24.99,2003,9,2003
2003-10-03,535,17788,1,24.99,24.99,9.3463,24.99,2003,10,2003
2003-10-06,535,16396,1,24.99,24.99,9.3463,24.99,2003,10,2003
2003-10-06,535,17704,1,24.99,24.99,9.3463,24.99,2003,10,2003
2003-10-11,535,16326,1,24.99,24.99,9.3463,24.99,2003,10,2003
2003-11-01,535,16304,1,24.99,24.99,9.3463,24.99,2003,11,2003
2003-11-27,535,16537,1,24.99,24.99,9.3463,24.99,2003,11,2003
2003-12-13,535,16463,1,24.99,24.99,9.3463,24.99,2003,12,2003
2003-12-23,535,16556,1,24.99,24.99,9.3463,24.99,2003,12,2003
2003-12-29,535,17804,1,24.99,24.99,9.3463,24.99,2003,12,2003
2004-01-03,535,16943,1,24.99,24.99,9.3463,24.99,2004,1,2004
2004-01-20,535,17718,1,24.99,24.99,9.3463,24.99,2004,1,2004
2004-01-24,535,17707,1,24.99,24.99,9.3463,24.99,2004,1,2004
2004-01-27,535,17837,1,24.99,24.99,9.3463,24.99,2004,1,2004
2004-01-27,535,17758,1,24.99,24.99,9.3463,24.99,2004,1,2004
2004-02-06,535,19068,1,24.99,24.99,9.3463,24.99,2004,2,2004
2004-02-13,535,13803,1,24.99,24.99,9.3463,24.99,2004,2,2004
2004-02-14,535,16457,1,24.99,24.99,9.3463,24.99,2004,2,2004
2004-02-14,535,17832,1,24.99,24.99,9.3463,24.99,2004,2,2004
2004-02-23,535,19042,1,24.99,24.99,9.3463,24.99,2004,2,2004
2004-03-09,535,16456,1,24.99,24.99,9.3463,24.99,2004,3,2004
2004-03-17,535,17856,1,24.99,24.99,9.3463,24.99,2004,3,2004
2004-04-06,535,17636,1,24.99,24.99,9.3463,24.99,2004,4,2004
2004-04-07,535,16473,1,24.99,24.99,9.3463,24.99,2004,4,2004
2004-05-01,535,16419,1,24.99,24.99,9.3463,24.99,2004,5,2004
2004-05-09,535,19081,1,24.99,24.99,9.3463,24.99,2004,5,2004
2004-05-24,535,17817,1,24.99,24.99,9.3463,24.99,2004,5,2004
2004-06-05,535,17854,1,24.99,24.99,9.3463,24.99,2004,6,2004
2004-06-09,535,16941,1,24.99,24.99,9.3463,24.99,2004,6,2004
2004-06-14,535,14698,1,24.99,24.99,9.3463,24.99,2004,6,2004
2004-06-15,535,19053,1,24.99,24.99,9.3463,24.99,2004,6,2004
2004-06-21,535,17091,1,24.99,24.99,9.3463,24.99,2004,6,2004
2004-07-13,535,16462,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-19,535,17774,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-23,535,19043,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-29,535,17851,1,24.99,24.99,9.3463,24.99,2004,7,2004
2003-08-16,535,17637,1,24.99,24.99,9.3463,24.99,2003,8,2003
2003-08-24,535,13698,1,24.99,24.99,9.3463,24.99,2003,8,2003
2003-09-06,535,16413,1,24.99,24.99,9.3463,24.99,2003,9,2003
2003-09-19,535,14956,1,24.99,24.99,9.3463,24.99,2003,9,2003
2003-09-28,535,17083,1,24.99,24.99,9.3463,24.99,2003,9,2003
2003-10-03,535,17746,1,24.99,24.99,9.3463,24.99,2003,10,2003
2003-10-10,535,17852,1,24.99,24.99,9.3463,24.99,2003,10,2003
2003-12-04,535,14979,1,24.99,24.99,9.3463,24.99,2003,12,2003
2003-12-10,535,17089,1,24.99,24.99,9.3463,24.99,2003,12,2003
2003-12-12,535,17745,1,24.99,24.99,9.3463,24.99,2003,12,2003
2003-12-14,535,17791,1,24.99,24.99,9.3463,24.99,2003,12,2003
2003-12-18,535,17802,1,24.99,24.99,9.3463,24.99,2003,12,2003
2003-12-23,535,23622,1,24.99,24.99,9.3463,24.99,2003,12,2003
2004-01-28,535,17853,1,24.99,24.99,9.3463,24.99,2004,1,2004
2004-01-31,535,14997,1,24.99,24.99,9.3463,24.99,2004,1,2004
2004-02-01,535,16397,1,24.99,24.99,9.3463,24.99,2004,2,2004
2004-02-03,535,17797,1,24.99,24.99,9.3463,24.99,2004,2,2004
2004-02-23,535,16939,1,24.99,24.99,9.3463,24.99,2004,2,2004
2004-03-26,535,17100,1,24.99,24.99,9.3463,24.99,2004,3,2004
2004-04-17,535,17090,1,24.99,24.99,9.3463,24.99,2004,4,2004
2004-07-29,535,16303,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-04-17,535,15649,1,24.99,24.99,9.3463,24.99,2004,4,2004
2004-04-22,535,15655,1,24.99,24.99,9.3463,24.99,2004,4,2004
2004-06-13,535,16269,1,24.99,24.99,9.3463,24.99,2004,6,2004
2003-10-06,535,11241,1,24.99,24.99,9.3463,24.99,2003,10,2003
2003-12-19,535,14948,1,24.99,24.99,9.3463,24.99,2003,12,2003
2004-01-24,535,14965,1,24.99,24.99,9.3463,24.99,2004,1,2004
2004-02-05,535,15004,1,24.99,24.99,9.3463,24.99,2004,2,2004
2003-08-11,535,19080,1,24.99,24.99,9.3463,24.99,2003,8,2003
2003-09-04,535,16040,1,24.99,24.99,9.3463,24.99,2003,9,2003
2003-09-15,535,14985,1,24.99,24.99,9.3463,24.99,2003,9,2003
2003-09-23,535,19078,1,24.99,24.99,9.3463,24.99,2003,9,2003
2003-11-12,535,15679,1,24.99,24.99,9.3463,24.99,2003,11,2003
2003-11-16,535,15446,1,24.99,24.99,9.3463,24.99,2003,11,2003
2003-11-30,535,20046,1,24.99,24.99,9.3463,24.99,2003,11,2003
2003-12-01,535,14994,1,24.99,24.99,9.3463,24.99,2003,12,2003
2003-12-04,535,20891,1,24.99,24.99,9.3463,24.99,2003,12,2003
2003-12-16,535,15611,1,24.99,24.99,9.3463,24.99,2003,12,2003
2003-12-31,535,16186,1,24.99,24.99,9.3463,24.99,2003,12,2003
2004-01-04,535,15442,1,24.99,24.99,9.3463,24.99,2004,1,2004
2004-01-26,535,15045,1,24.99,24.99,9.3463,24.99,2004,1,2004
2004-01-27,535,19062,1,24.99,24.99,9.3463,24.99,2004,1,2004
2004-02-20,535,15003,1,24.99,24.99,9.3463,24.99,2004,2,2004
2004-03-04,535,15658,1,24.99,24.99,9.3463,24.99,2004,3,2004
2004-03-20,535,15053,1,24.99,24.99,9.3463,24.99,2004,3,2004
2004-03-28,535,20910,1,24.99,24.99,9.3463,24.99,2004,3,2004
2004-04-06,535,19907,1,24.99,24.99,9.3463,24.99,2004,4,2004
2004-05-03,535,21019,1,24.99,24.99,9.3463,24.99,2004,5,2004
2004-05-28,535,15663,1,24.99,24.99,9.3463,24.99,2004,5,2004
2004-06-11,535,20063,1,24.99,24.99,9.3463,24.99,2004,6,2004
2004-06-16,535,15650,1,24.99,24.99,9.3463,24.99,2004,6,2004
2004-06-17,535,16268,1,24.99,24.99,9.3463,24.99,2004,6,2004
2004-06-19,535,15670,1,24.99,24.99,9.3463,24.99,2004,6,2004
2004-07-20,535,14977,1,24.99,24.99,9.3463,24.99,2004,7,2004
2003-08-02,535,16041,1,24.99,24.99,9.3463,24.99,2003,8,2003
2003-08-05,535,15617,1,24.99,24.99,9.3463,24.99,2003,8,2003
2003-08-22,535,19056,1,24.99,24.99,9.3463,24.99,2003,8,2003
2003-09-02,535,15450,1,24.99,24.99,9.3463,24.99,2003,9,2003
2003-09-21,535,15452,1,24.99,24.99,9.3463,24.99,2003,9,2003
2003-09-25,535,16194,1,24.99,24.99,9.3463,24.99,2003,9,2003
2003-10-12,535,15673,1,24.99,24.99,9.3463,24.99,2003,10,2003
2003-10-29,535,19075,1,24.99,24.99,9.3463,24.99,2003,10,2003
2003-11-24,535,15613,1,24.99,24.99,9.3463,24.99,2003,11,2003
2003-11-28,535,15447,1,24.99,24.99,9.3463,24.99,2003,11,2003
2003-12-09,535,14987,1,24.99,24.99,9.3463,24.99,2003,12,2003
2003-12-12,535,15654,1,24.99,24.99,9.3463,24.99,2003,12,2003
2003-12-24,535,14989,1,24.99,24.99,9.3463,24.99,2003,12,2003
2003-12-29,535,15445,1,24.99,24.99,9.3463,24.99,2003,12,2003
2003-12-31,535,16042,1,24.99,24.99,9.3463,24.99,2003,12,2003
2004-02-10,535,19079,1,24.99,24.99,9.3463,24.99,2004,2,2004
2004-02-10,535,19061,1,24.99,24.99,9.3463,24.99,2004,2,2004
2004-02-16,535,15609,1,24.99,24.99,9.3463,24.99,2004,2,2004
2004-02-21,535,15066,1,24.99,24.99,9.3463,24.99,2004,2,2004
2004-03-24,535,15616,1,24.99,24.99,9.3463,24.99,2004,3,2004
2004-03-26,535,19074,1,24.99,24.99,9.3463,24.99,2004,3,2004
2004-03-28,535,16056,1,24.99,24.99,9.3463,24.99,2004,3,2004
2004-06-26,535,19908,1,24.99,24.99,9.3463,24.99,2004,6,2004
2004-07-01,535,15060,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-21,535,19063,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-07,535,21703,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-07,535,20087,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-09,535,11223,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-10,535,11262,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-11,535,22014,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-13,535,12430,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-14,535,11212,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-15,535,11287,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-19,535,11277,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-25,535,11330,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-30,535,11176,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-30,535,11875,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-02,535,11276,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-28,535,12444,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-02,535,13023,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-09,535,12690,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-21,535,11458,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-23,535,13140,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-04,535,11051,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-04,535,11079,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-07,535,12696,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-11,535,14228,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-16,535,13963,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-19,535,13961,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-21,535,13669,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-23,535,13617,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-29,535,12038,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-21,535,17881,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-22,535,17708,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-28,535,20551,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-07-31,535,21524,1,24.99,24.99,9.3463,24.99,2004,7,2004
2004-05-30,535,19290,1,24.99,24.99,9.3463,24.99,2004,5,2004
2003-08-03,535,17882,1,24.99,24.99,9.3463,24.99,2003,8,2003
2003-08-20,535,21525,1,24.99,24.99,9.3463,24.99,2003,8,2003
2003-08-23,535,17705,1,24.99,24.99,9.3463,24.99,2003,8,2003
2003-08-24,535,18632,1,24.99,24.99,9.3463,24.99,2003,8,2003
2003-09-10,535,17723,1,24.99,24.99,9.3463,24.99,2003,9,2003
2003-10-17,535,19946,1,24.99,24.99,9.3463,24.99,2003,10,2003
2003-11-13,535,17844,1,24.99,24.99,9.3463,24.99,2003,11,2003
2003-11-30,535,12848,1,24.99,24.99,9.3463,24.99,2003,11,2003
2003-12-04,535,17706,1,24.99,24.99,9.3463,24.99,2003,12,2003
2003-12-29,535,17776,1,24.99,24.99,9.3463,24.99,2003,12,2003
2004-01-05,535,21533,1,24.99,24.99,9.3463,24.99,2004,1,2004
2004-01-10,535,20565,1,24.99,24.99,9.3463,24.99,2004,1,2004
2004-01-17,535,21511,1,24.99,24.99,9.3463,24.99,2004,1,2004
2004-01-18,535,18041,1,24.99,24.99,9.3463,24.99,2004,1,2004
2004-02-04,535,17884,1,24.99,24.99,9.3463,24.99,2004,2,2004
2004-02-14,535,20599,1,24.99,24.99,9.3463,24.99,2004,2,2004
2004-02-23,535,17958,1,24.99,24.99,9.3463,24.99,2004,2,2004
2004-02-26,535,17959,1,24.99,24.99,9.3463,24.99,2004,2,2004
2004-02-28,535,20585,1,24.99,24.99,9.3463,24.99,2004,2,2004
2004-04-08,535,20557,1,24.99,24.99,9.3463,24.99,2004,4,2004
2004-04-18,535,17760,1,24.99,24.99,9.3463,24.99,2004,4,2004
2004-04-21,535,18625,1,24.99,24.99,9.3463,24.99,2004,4,2004
2004-05-02,535,17709,1,24.99,24.99,9.3463,24.99,2004,5,2004
2004-05-07,535,17961,1,24.99,24.99,9.3463,24.99,2004,5,2004
2004-05-21,535,19260,1,24.99,24.99,9.3463,24.99,2004,5,2004
2004-05-27,535,18622,1,24.99,24.99,9.3463,24.99,2004,5,2004
2004-06-18,535,19301,1,24.99,24.99,9.3463,24.99,2004,6,2004
2003-08-08,535,21507,1,24.99,24.99,9.3463,24.99,2003,8,2003
2003-08-23,535,20588,1,24.99,24.99,9.3463,24.99,2003,8,2003
2003-08-27,535,17808,1,24.99,24.99,9.3463,24.99,2003,8,2003
2003-08-27,535,17810,1,24.99,24.99,9.3463,24.99,2003,8,2003
2003-08-29,535,17814,1,24.99,24.99,9.3463,24.99,2003,8,2003
2003-09-07,535,18030,1,24.99,24.99,9.3463,24.99,2003,9,2003
2003-09-21,535,17785,1,24.99,24.99,9.3463,24.99,2003,9,2003
2003-09-30,535,20596,1,24.99,24.99,9.3463,24.99,2003,9,2003
2003-10-03,535,18042,1,24.99,24.99,9.3463,24.99,2003,10,2003
2003-10-03,535,18024,1,24.99,24.99,9.3463,24.99,2003,10,2003
2003-10-03,535,17840,1,24.99,24.99,9.3463,24.99,2003,10,2003
2003-10-10,535,19184,1,24.99,24.99,9.3463,24.99,2003,10,2003
2003-10-16,535,17895,1,24.99,24.99,9.3463,24.99,2003,10,2003
2003-10-19,535,20570,1,24.99,24.99,9.3463,24.99,2003,10,2003
2003-10-20,535,17936,1,24.99,24.99,9.3463,24.99,2003,10,2003
2003-10-29,535,17886,1,24.99,24.99,9.3463,24.99,2003,10,2003
2003-11-08,535,17710,1,24.99,24.99,9.3463,24.99,2003,11,2003
2003-11-11,535,20550,1,24.99,24.99,9.3463,24.99,2003,11,2003
2003-11-15,535,17786,1,24.99,24.99,9.3463,24.99,2003,11,2003
2003-11-16,535,17838,1,24.99,24.99,9.3463,24.99,2003,11,2003
2003-12-08,535,21515,1,24.99,24.99,9.3463,24.99,2003,12,2003
2003-12-28,535,12847,1,24.99,24.99,9.3463,24.99,2003,12,2003
2003-12-31,535,13688,1,24.99,24.99,9.3463,24.99,2003,12,2003
2004-01-06,535,17951,1,24.99,24.99,9.3463,24.99,2004,1,2004
2004-01-08,535,20566,1,24.99,24.99,9.3463,24.99,2004,1,2004
2004-01-18,535,19175,1,24.99,24.99,9.3463,24.99,2004,1,2004
2004-01-25,535,17991,1,24.99,24.99,9.3463,24.99,2004,1,2004
2004-02-21,535,18629,1,24.99,24.99,9.3463,24.99,2004,2,2004
2004-02-26,535,17835,1,24.99,24.99,9.3463,24.99,2004,2,2004
2004-03-09,535,21541,1,24.99,24.99,9.3463,24.99,2004,3,2004
2004-03-10,535,18044,1,24.99,24.99,9.3463,24.99,2004,3,2004
2004-03-12,535,18037,1,24.99,24.99,9.3463,24.99,2004,3,2004
2004-03-12,535,17888,1,24.99,24.99,9.3463,24.99,2004,3,2004
2004-03-17,535,13530,1,24.99,24.99,9.3463,24.99,2004,3,2004
2004-03-23,535,17887,1,24.99,24.99,9.3463,24.99,2004,3,2004
2004-03-27,535,21512,1,24.99,24.99,9.3463,24.99,2004,3,2004
2004-04-03,535,17757,1,24.99,24.99,9.3463,24.99,2004,4,2004
2004-04-03,535,17807,1,24.99,24.99,9.3463,24.99,2004,4,2004
2004-04-08,535,20571,1,24.99,24.99,9.3463,24.99,2004,4,2004
2004-04-10,535,17702,1,24.99,24.99,9.3463,24.99,2004,4,2004
2004-04-11,535,17763,1,24.99,24.99,9.3463,24.99,2004,4,2004
2004-04-26,535,17903,1,24.99,24.99,9.3463,24.99,2004,4,2004
2004-05-03,535,21520,1,24.99,24.99,9.3463,24.99,2004,5,2004
2004-05-04,535,17879,1,24.99,24.99,9.3463,24.99,2004,5,2004
2004-05-10,535,21544,1,24.99,24.99,9.3463,24.99,2004,5,2004
2004-05-21,535,18048,1,24.99,24.99,9.3463,24.99,2004,5,2004
2004-06-06,535,18631,1,24.99,24.99,9.3463,24.99,2004,6,2004
2004-06-18,535,17855,1,24.99,24.99,9.3463,24.99,2004,6,2004
2004-06-20,535,17839,1,24.99,24.99,9.3463,24.99,2004,6,2004
2004-06-27,535,17880,1,24.99,24.99,9.3463,24.99,2004,6,2004
2004-06-30,535,17967,1,24.99,24.99,9.3463,24.99,2004,6,2004
2003-08-06,535,17027,1,24.99,24.99,9.3463,24.99,2003,8,2003
2003-08-13,535,11642,1,24.99,24.99,9.3463,24.99,2003,8,2003
2003-08-14,535,21252,1,24.99,24.99,9.3463,24.99,2003,8,2003
2003-09-05,535,11651,1,24.99,24.99,9.3463,24.99,2003,9,2003
2003-09-28,535,15913,1,24.99,24.99,9.3463,24.99,2003,9,2003
2003-10-05,535,17387,1,24.99,24.99,9.3463,24.99,2003,10,2003
2003-10-31,535,17119,1,24.99,24.99,9.3463,24.99,2003,10,2003
2003-11-02,535,11185,1,24.99,24.99,9.3463,24.99,2003,11,2003
2003-11-10,535,11659,1,24.99,24.99,9.3463,24.99,2003,11,2003
2003-11-23,535,11078,1,24.99,24.99,9.3463,24.99,2003,11,2003
2003-11-24,535,15993,1,24.99,24.99,9.3463,24.99,2003,11,2003
2003-12-01,535,22114,1,24.99,24.99,9.3463,24.99,2003,12,2003
2003-12-26,535,11203,1,24.99,24.99,9.3463,24.99,2003,12,2003
2003-12-31,535,11660,1,24.99,24.99,9.3463,24.99,2003,12,2003
2004-01-06,535,11330,1,24.99,24.99,9.3463,24.99,2004,1,2004
2004-01-07,535,11506,1,24.99,24.99,9.3463,24.99,2004,1,2004
2004-01-10,535,11330,1,24.99,24.99,9.3463,24.99,2004,1,2004
2004-01-28,535,11300,1,24.99,24.99,9.3463,24.99,2004,1,2004
2004-02-04,535,11091,1,24.99,24.99,9.3463,24.99,2004,2,2004
2004-02-17,535,11276,1,24.99,24.99,9.3463,24.99,2004,2,2004
2004-02-21,535,14332,1,24.99,24.99,9.3463,24.99,2004,2,2004
2004-02-22,535,11652,1,24.99,24.99,9.3463,24.99,2004,2,2004
2004-02-23,535,11502,1,24.99,24.99,9.3463,24.99,2004,2,2004
2004-03-10,535,11661,1,24.99,24.99,9.3463,24.99,2004,3,2004
2004-03-12,535,11185,1,24.99,24.99,9.3463,24.99,2004,3,2004
2004-03-18,535,14328,1,24.99,24.99,9.3463,24.99,2004,3,2004
2004-03-21,535,11769,1,24.99,24.99,9.3463,24.99,2004,3,2004
2004-03-30,535,11711,1,24.99,24.99,9.3463,24.99,2004,3,2004
2004-04-17,535,11841,1,24.99,24.99,9.3463,24.99,2004,4,2004
2004-04-24,535,11631,1,24.99,24.99,9.3463,24.99,2004,4,2004
2004-04-30,535,22299,1,24.99,24.99,9.3463,24.99,2004,4,2004
2004-05-02,535,11185,1,24.99,24.99,9.3463,24.99,2004,5,2004
2004-05-14,535,11331,1,24.99,24.99,9.3463,24.99,2004,5,2004
2004-05-25,535,11223,1,24.99,24.99,9.3463,24.99,2004,5,2004
2004-05-26,535,16121,1,24.99,24.99,9.3463,24.99,2004,5,2004
2004-06-07,535,11131,1,24.99,24.99,9.3463,24.99,2004,6,2004
2004-06-21,535,11300,1,24.99,24.99,9.3463,24.99,2004,6,2004
2004-03-28,535,22230,1,24.99,24.99,9.3463,24.99,2004,3,2004
2004-04-17,535,16090,1,24.99,24.99,9.3463,24.99,2004,4,2004
